"Incident ID",Year,Month,Day,"Country Code",Country,Region,District,City,UN,INGO,ICRC,"NRCS and IFRC",NNGO,Other,"Nationals killed","Nationals wounded","Nationals kidnapped","Total nationals","Internationals killed","Internationals wounded","Internationals kidnapped","Total internationals","Total killed","Total wounded","Total kidnapped","Total affected","Gender Male","Gender Female","Gender Unknown","Means of attack","Attack context",Location,Latitude,Longitude,"Actor type","Actor name",Details,Verified,Source
1726,2013,,,SY,"Syrian Arab Republic",,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,33.509147,36.306485,Unknown,Unknown,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",Yes,"Focal Point"
1727,2013,,,SY,"Syrian Arab Republic",,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,33.509147,36.306485,Unknown,Unknown,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",Yes,"Focal Point"
1728,2013,,,SY,"Syrian Arab Republic",,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,33.509147,36.306485,Unknown,Unknown,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",Yes,"Focal Point"
1729,2013,,,SY,"Syrian Arab Republic",,,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Unknown,Unknown,Unknown,33.509147,36.306485,Unknown,Unknown,"Note: This incident was verified by the IFRC based on an official list of names provided by the Secretary General of the Syrian Arab Red Crescent of the Syrian staff and volunteers killed in 2013. Further details were not available.
",Yes,"Focal Point"
1380,2013,1,1,PK,Pakistan,"Khyber Pakhtunkhwa",Swabi,Swabi,0,0,0,0,7,0,7,0,0,7,0,0,0,0,7,0,0,7,1,6,0,Shooting,Ambush,Road,34.047569,72.403637,Unknown,Unknown,"Seven national NGO staff, six females and one male, were shot and killed by gunmen on motorcyles who ambushed their vehicle. The workers were involved with a community health and education center that provided immunizations, among other services.",Yes,"Official Report"
1381,2013,1,5,PK,Pakistan,"Khyber Pakhtunkhwa",Charsadda,Utmanzai,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,Shooting,"Individual attack","Public location",34.190242,71.76248,Unknown,Unknown,"Two local NGO staff (one programme coordinator and a driver) were shot and killed in a bazaar. Investigation is ongoing, but the NGO has termed the violence work related.",Yes,"Official Report"
1388,2013,1,6,AF,Afghanistan,Kandahar,"Spin Boldak ",,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Body-borne IED",Raid,"Public location",31.0048,66.397653,"Non-state armed group: Unknown","Not applicable","One national NGO staff member was killed, along with six others, when two suicide bombers detonated their body-borne IEDs after shooting their way inside district council building",Yes,"Official Report"
1382,2013,1,7,AF,Afghanistan,Faryab,"Pashtun Kot","Jar Qala",0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,1,0,3,Kidnapping,Ambush,Road,35.693426,65.165404,"Non-state armed group: Subnational",Unknown,"Four national staff members of an INGO (three community trainers and one driver) were abducted while travelling through the Jarqala area. All released by 23rd January after negotiations, but threatened with assassination if the continue to work for aid organisations in the area.",Yes,"Official Report"
1389,2013,1,8,JO,Jordan,Mafraq,Mafraq,"Zaatari Refugee Camp",5,5,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,10,5,0,5,"Bodily assault","Mob violence","Project site",32.294292,36.322186,"Aid recipient",Refugees,"Five INGO aid workers and five UN-contracted guards were injured when a refugee mob attacked, presumably because of frustrations triggered by recent flooding in the camp.",Yes,Media
1708,2013,1,10,PK,Pakistan,Balochistan,Quetta,"Alamdar Road",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Body-borne IED","Individual attack","Public location",30.191235,67.025564,"Non-state armed group: Unknown","Not applicable","One UN employee was killed when a suicide bomber detonated an IED in a public area of Quetta.",Yes,"Focal Point"
1383,2013,1,11,PK,Pakistan,"Khyber Pakhtunkhwa",Nowshera,Hakimabad,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,Ambush,"Public location",34.012597,72.032854,"Non-state armed group: Unknown","Not applicable","An NGO nurse was shot and killed on her way to work, having received prior death threats.",Yes,"Official Report"
1384,2013,1,13,AF,Afghanistan,Helmand,"Kajaki ","Lawar Khail",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,Unknown,32.267172,65.050769,Unknown,Unknown,"A national staff member working for an NGO demining agency was shot and killed by a group of armed men during a kidnapping attempt.",Yes,"Official Report"
1702,2013,1,13,CD,"DR Congo","North Kivu",,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,Shooting,"Individual attack",Unknown,-0.841605,29.048446,Unknown,Unknown,"One Red Cross worker was shot and killed by unknown armed men when trying to stop them from raping a woman.",Yes,"Focal Point"
1385,2013,1,14,AF,Afghanistan,Kabul,Kabul,Kabul,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",34.488738,69.13724,Unknown,Unknown,"A national staffer of a UN agency was stabbed in a violent robbery by three assailants.",Yes,"Official Report"
1386,2013,1,16,AF,Afghanistan,Kabul,Kabul,Kabul,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,"Vehicle-born IED",Raid,"Public location",34.525896,69.17015,"Non-state armed group: National",Unknown,"Two NGO employees were injured by a vehicle-borne IED detonated by the driver in a suicide attack on an NDS facility. A total of 27 civilians were injured in the blast, including the aid workers.",Yes,"Official Report"
1387,2013,1,23,AF,Afghanistan,Ghowr,"Char Sada","Darae Kargush (Chaghcharan-Char Sada Main Road)",0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,35.092172,65.166145,Unaffiliated,"Not applicable","An international doctor was kidnapped when his NGO vehicle was ambushed. The motive was to have him treat sick relatives, and he was later released by the perpetrators",Yes,"Official Report"
1673,2013,1,24,ID,Indonesia,,,,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,"Bodily assault",Ambush,Road,-6.21195,106.845056,Unknown,Unknown,"One INGO staff member was hit in the head and subsequently hospitalized when unknown individuals threw stones at the INGO vehicle.",Yes,"Focal Point"
1841,2013,1,27,SO,Somalia,Banadir,Banadir,"Mogadishu, Radaar IDP Camp",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,"Project site",2.056278,45.300605,Unknown,Unknown,"One INGO security guard was injured when a shooting broke out in front of a medical health facility managed by the INGO.",Yes,"Official Report"
1390,2013,1,27,AF,Afghanistan,Kabul,Kabul,Kabul,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,34.542694,69.165394,Unknown,Unknown,"An international INGO staffer was kidnapped as the unmarked vehicle he was riding in was ambushed by four armed men. UPDATE: The NGO employee has been released from captivity in good health.",Yes,"Official Report"
1835,2013,1,28,KE,Kenya,"North Eastern",Garissa,"Dadaab refugee camp",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Ambush,Road,0.120341,40.301715,Unknown,Unknown,"A paramedic for the Kenyan Red Cross Society was injured when three gunmen shot at the ambulance after the driver ignored instructions to stop.
",Yes,"Official Report"
1659,2013,1,31,CD,"DR Congo","North Kivu",,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,Kidnapping,Ambush,Road,-0.816957,29.109423,Unknown,Unknown,"One INGO female staff member was abducted, but was released three days later.",Yes,"Focal Point"
1391,2013,1,31,PK,Pakistan,FATA,Kurram,Kurram,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,0,2,"Roadside IED",Ambush,Road,33.89949,70.101691,"Non-state armed group: Unknown","Not applicable","Two aid workers on polio vaccination team were killed when their car ran over a roadside IED
",Yes,"Official Report"
1392,2013,1,31,PK,Pakistan,Sindh,"Karachi West",Maripur,0,0,0,0,4,0,0,0,4,4,0,0,0,0,0,0,4,4,4,0,0,Kidnapping,Ambush,Road,24.86803,66.918385,Unknown,Unknown,"Four national NGO workers of a local NGO, including the driver, were abducted in Maripur, Karachi on their way to distribute medicines and other aid. UPDATE: All four were released.",Yes,"Official Report"
1777,2013,2,1,SN,Senegal,Dakar,Dakar,Mermoz,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack",Road,14.699193,-17.467716,Unknown,Unknown,"An INGO staff member was on his way to the office when two men on a scooter attempted to steal his laptop bag. He was stabbed and was treated at a clinic.",Yes,"Focal Point"
1782,2013,2,3,IQ,Iraq,Al-Anbar,Al-Kaim,,0,1,,,,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Mob violence","Project site",34.416297,41.215314,"Aid recipient",Refugees,"One national INGO social worker was injured during an altercation with a group of Syrian refugees. There was a disagreement concerning service delivery between the social worker and one of the Syrian refugees, and more than 25 other Syrian refugees became involved. The social worker and one of the refugees were hospitalized.",Yes,"Focal Point"
1393,2013,2,4,AF,Afghanistan,Uruzgan,"Char Chino ","Yaka Bagh",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"Roadside IED",Ambush,Road,32.862093,66.067575,"Non-state armed group: Unknown","Not applicable","A national NGO staffer was killed when the NGO vehicle hit a roadside IED",Yes,"Official Report"
1714,2013,2,5,SS,"South Sudan",Lakes,"Rumbek North","Meen Payam",1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,"Bodily assault",Ambush,Road,7.597302,29.700877,Unknown,Unknown,"One UN-contracted truck driver was severely beaten and killed by unknown armed individuals. The driver's cash and IDs were stolen, but no food from the truck was taken. The driver's assistant managed to escape and reported the incident to the police.",Yes,"Focal Point"
1715,2013,2,6,SD,Sudan,"South Kordofan","Ar Rashad","Tartanj (about 10km NE of Rashad)",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Ambush,Road,11.878453,31.131175,Unknown,Unknown,"One UN-contracted truck driver was shot and killed by four armed bandits. The driver's cash and mobile phone were taken.",Yes,"Focal Point"
1394,2013,2,8,NG,Nigeria,Kano,Kano,Kano,8,0,0,0,0,0,8,0,0,8,0,0,0,0,8,0,0,8,1,5,2,Shooting,Raid,"Project site",12.000364,8.513792,"Non-state armed group: Unknown","Not applicable","Eight polio vaccinators working on a UN agency-sponsored immunization campaign were shot and killed when gunmen stormed two clinics.
",Pending,Media
1709,2013,2,8,SD,Sudan,"North Darfur",Kutum,Dibaben,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Bodily assault",Unknown,"Public location",14.205387,24.64345,Unknown,Unknown,"One UN staff member, a security guard supervisor, was found stabbed to death. The perpetrators and the motive are unknown.",Yes,"Focal Point"
1735,2013,2,9,KG,Kyrgyzstan,Bishkek,Bishkek,"Bishkek, Baitik Baatyr Street, near residential district Zhilgorodok Sovmina",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault",Ambush,Road,42.841004,74.608645,Unknown,Unknown,"A UN consultant suffered a broken nose when attacked by unknown assailants while on his way home.",Yes,"Focal Point"
1736,2013,2,10,CD,"DR Congo",Ituri,Bunia,Bunia,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack",Unknown,1.566667,30.25,"Host State","Armed Forces of the Democratic Republic of the Congo (FARDC)","One national UN worker was severely beaten by FARDC soldiers for having committed adultery.",Yes,"Focal Point"
1778,2013,2,12,YE,Yemen,Hajjah,"Khayran Al Muharraq",,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,16.075451,43.37951,"Staff member",Contractor,"One national INGO staff member was abducted by a disgruntled vendor who was contracted by the same INGO. The incident appears to be related to a contract dispute: the vendor was asked to suspend sales over allegations of misconduct.",Yes,"Focal Point"
1396,2013,2,13,AF,Afghanistan,Laghman,Alingar,Sandarwa,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Combat/Crossfire,Road,34.786227,70.47759,"Non-state armed group: National",Unknown,"A national NGO ambulance driver was hit and seriously wounded by small arms fire during an attack by opposition forces on an Afghan Army convoy",Yes,"Official Report"
1701,2013,2,16,SO,Somalia,"Lower Juba",Kismayo,Kismayo,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,Unknown,"Public location",-0.360445,42.548779,"Police or paramilitary","Somaliland Rapid Response Unit (RRU)","One local NGO staff member was shot and killed by local police forces at a police station in Kismayo. The individual was injured but later died of his injuries.",Yes,"Official Report"
1842,2013,2,18,SO,Somalia,Gedo,Baardheere,Baardheere,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Combat/Crossfire,Unknown,2.333333,42.283333,"Non-state armed group: Regional","Al Shabaab","One LNGO manager was wounded during clashes between two groups of Al Shabaab fighters. The clash was reportedly triggered by a dispute over the continuation of the LNGO's activities.",Yes,"Official Report"
1397,2013,3,1,AF,Afghanistan,Kabul,Surobi,"Tapa Khan",0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,3,3,0,0,"Roadside IED",Ambush,Road,34.508172,69.826566,"Non-state armed group: Unknown","Not applicable","Three national NGO staffers were wounded when their vehicle detonated an IED.Unclear if it had recently been  planted or if the NGO was specifically targeted",Yes,"Official Report"
1398,2013,3,5,SS,"South Sudan","Northern Bahr el Ghazal","Aweil East",Madhol,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,"Bodily assault",Unknown,Unknown,9.035312,27.76364,Unknown,Unknown,"An INGO worker was assaulted and robbed, sustaining serious injuries.",Yes,"Official Report"
1399,2013,3,10,SS,"South Sudan",Unity,Koch,"Mirmir Centre",0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,Shooting,Ambush,Road,8.595324,29.992201,Unknown,Unknown,"An INGO national staff member and driver were ambushed and shot by armed robbers while riding in a humanitarian relief convoy.",Yes,"Official Report"
1436,2013,3,11,AF,Afghanistan,Helmand,"Now Zad","Garow Band",0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,0,Kidnapping,Raid,Home,32.39233,64.490984,Unknown,Unknown,"Three deminers were kidnapped from the home of a non-NGO-affiliated civilian at gunpoint. UPDATE: All three aid workers were safely released two months later on 11 May.",Yes,"Official Report"
1712,2013,3,11,YE,Yemen,Abyan,Khanfar,Ja'ar,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shooting,Raid,Office/compound,13.222951,45.305485,"Non-state armed group: Unknown","Not applicable","One NGO worker was shot in the leg by militia members, who mistakenly identified him as an Al Qaeda affiliate.",Yes,"Focal Point"
1759,2013,3,12,SY,"Syrian Arab Republic",Idlib,Harem,Atme,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,0,0,Kidnap-killing,Ambush,Road,36.3121,36.687433,"Non-state armed group: Global","Islamic State (IS)","Two INGO workers (Italian and British) were abducted by ISIS in northern Syria, close to the Turkish border. UPDATE: The Italian staff member was released over a year later, on 26 May 2014. The British staff member was tortured and killed on 13 September 2014.",Yes,"Official Report"
1615,2013,3,13,SY,"Syrian Arab Republic",Damascus,Damascus,"Khan Eshieh Camp",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Other Explosives",Combat/Crossfire,"Public location",33.372937,36.112475,Unknown,Unknown,"A UN staff member suffered injuries when he was hit by shrapnel from a nearby explosion in Khan Eshieh camp on 13 March. He died from his injuries the next day.",Yes,"Official Report"
1400,2013,3,13,SY,"Syrian Arab Republic","Rural Damascus",Darayya,Darayya,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shelling,Combat/Crossfire,"Public location",33.456784,36.244222,Unknown,Unknown,"An EU humanitarian officer was killed in a rocket attack in Deraya, a suburb of Damascus",Pending,Media
1401,2013,3,13,PK,Pakistan,Sindh,"Karachi West","Orangi Town",0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,Shooting,Ambush,Road,24.949247,66.966768,Unknown,Unknown,"A well-known female aid worker was shot and killed by four armed motorcyclists after leaving her office.",Pending,Media
1787,2013,3,14,SD,Sudan,"East Darfur",,"Tour Taan railway road",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Ambush,Road,11.800525,25.442011,Unknown,Unknown,"One UN-contracted driver was abducted by unknown individuals, who demanded money for his release. Both the driver and the truck were released 35 days later.",Yes,"Focal Point"
1402,2013,3,15,SS,"South Sudan","Eastern Equatoria",Torit,Nesitu,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,2,0,0,"Bodily assault",Ambush,Road,4.456226,32.426302,Criminal,Unknown,"A UN-contracted driver and assistant were ambushed and severely wounded by armed robbers.",Yes,"Official Report"
1746,2013,3,17,SY,"Syrian Arab Republic",Homs,Tadmur,"Al Sukhnah",2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,34.88509,38.872152,"Non-state armed group: Unknown","Not applicable","Two UN-contracted drivers were abducted by unknown armed groups, who robbed the drivers of their personal belongings and stole the contents of the trucks' cargo. It appears that the owner of the trucks paid a ransom and that the drivers were released.",Yes,"Focal Point"
1803,2013,3,17,SY,"Syrian Arab Republic",Al-Hasakah,Al-Hasakah,Al-Hasakah,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,36.115195,40.796915,Unknown,Unknown,"Two UN-contracted drivers were kidnapped by unknown armed men. The trucks' contents and the drivers' personal belongings were also taken. They were kept by their kidnappers until a ransom was paid by the owner of the trucks.",Yes,"Focal Point"
1403,2013,3,21,PK,Pakistan,"Khyber Pakhtunkhwa",Nowshera,"Jallozai IDP Camp",0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,"Vehicle-born IED",Ambush,"Project site",33.919194,71.80859,"Non-state armed group: Unknown","Not applicable","Two local NGO workers were killed, along with at least 10 IDPs, when a remote controlled car bomb exploded on a road inside the camp.",Yes,"Official Report"
1737,2013,3,21,PK,Pakistan,"Khyber Pakhtunkhwa",Nowshera,"Jallozai IDP Camp",0,0,0,0,12,0,1,11,0,12,0,0,0,0,1,11,0,12,0,0,12,"Vehicle-born IED",Unknown,"Project site",33.725714,71.791983,"Non-state armed group: Unknown","Not applicable","Eleven NGO personnel were wounded and one killed when a VBIED detonated by an IDP camp.",Yes,"Focal Point"
1684,2013,3,22,TR,Turkey,Hatay,Antakya,Antakya,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,"Bodily assault","Individual attack","Public location",36.202809,36.160299,Unknown,Unknown,"An INGO staff member was walking when he was stabbed in the back by three men.",Yes,"Focal Point"
1404,2013,3,23,AF,Afghanistan,Badakhshan,Fayzabad,"Fayzabad, New City (PD1)",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,Kidnapping,"Individual attack",Unknown,37.100702,70.556226,"Non-state armed group: Unknown","Not applicable","A German expatriate worker was abducted by an armed opposition group while out for a walk. He was released unharmed a day later due to negotiations with local networks.",Yes,"Official Report"
1405,2013,3,24,AF,Afghanistan,Wardak,Jaghatu,"Kuchinay Aryub",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,Kidnapping,Unknown,Unknown,33.771998,68.369368,"Non-state armed group: Unknown","Not applicable","A local NGO staffer, working as a National Solidarity Program (government-led aid and reconstruction) facilitator, was ambushed, kidnapped and beaten by an armed opposition group. Released after local community members appealed intervened.",Yes,"Official Report"
1406,2013,3,26,YE,Yemen,Sana'a,"Bani Al Hadith","Amanat Al Asimah",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,Shooting,Ambush,Road,15.337484,44.184304,Unknown,Unknown,"An international ICRC worker was shot and slightly wounded in a kidnap attempt while driving in a car with her husband.",Yes,Media
1407,2013,3,30,SS,"South Sudan","Upper Nile",Maban,Batil,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,Shooting,Raid,Office/compound,10.099652,33.337104,"Non-state armed group: Unknown","Not applicable","An employee of a commercial company contracted by the UN was shot and wounded when a group of twenty armed, masked men raided their organization's compound. The unknown perpretrators left without stealing anything after the incident.",Yes,"Official Report"
1738,2013,3,30,SY,"Syrian Arab Republic","Rural Damascus",Douma,Adra,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,Shelling,Combat/Crossfire,"Project site",33.611816,36.488004,Unknown,Unknown,"One UN-contracted worker was injured when a mortar shell hit a warehouse. He was hospitalized and required surgery to remove shrapnel.",Yes,"Focal Point"
1437,2013,3,31,AF,Afghanistan,Helmand,"Sangin ",Bostanzi,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"Vehicle-born IED",Combat/Crossfire,"Public location",32.07075,64.838216,"Non-state armed group: Unknown","Not applicable","An NGO national staff member, a male nurse, was killed in an IED detonation in a bazaar whilst en route to the Poza Community Health Clinic.",Yes,"Official Report"
1747,2013,3,31,SY,"Syrian Arab Republic",Aleppo,Aleppo,"Al-Zurbeh bridge",2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,2,0,0,Kidnapping,Ambush,Road,36.071229,36.970299,Unknown,Unknown,"Three UN-contracted drivers transporting food rations were abducted by unknown armed men. One was released, but the other two are still being held. The perpetrators refuse to return the food rations.",Yes,"Focal Point"
1438,2013,4,5,AF,Afghanistan,Faryab,Kohistan,"Cheshmi Sangin",0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Shooting,"Individual attack",Home,35.320299,64.811138,Unaffiliated,"Not applicable","Armed individuals shot and killed an INGO staff member in front of his residence due to a family dispute.",Yes,"Official Report"
1409,2013,4,6,AF,Afghanistan,Zabul,"Qalat ","Qalat, PRT Area",0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,"Vehicle-born IED",Ambush,Road,32.105109,66.914374,"Non-state armed group: National",Unknown,"A US Government representative, delivering in-kind aid for a reconstruction project, was killed when a suicide bomber detonated the vehicle-borne explosive near her convoy on the road.",Pending,Media
